date,text
24 Jun 2025,19.42 Situasi arus lalu lintas di Traffic Light Emporium Pluit Jakut arah Muara Angke maupun arah Jembatan Tiga terpantau ramai lancar. https://t.co/hIlxutzxWl
24 Jun 2025,19.23 Situasi arus lalu lintas di Jl. Gelora Jakpus arah Semanggi maupun arah Bendungan Hilir terpantau cukup padat. https://t.co/Mqk1eFUAmv
24 Jun 2025,18.53 Situasi arus lalu lintas di Traffic Light Pasar Rebo Jaktim arah Cijantung maupun arah Jl. TB Simatupang terpantau ramai lancar. https://t.co/jVGBnhkxYa
24 Jun 2025,17.55 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran terpantau cukup padat sedangkan arah Slipi terpantau ramai lancar. https://t.co/C5jFVoHn3t
24 Jun 2025,17.40 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Kapuk maupun arah Kalideres terpantau cukup padat. https://t.co/WcsGqygryV
24 Jun 2025,17.32 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai cenderung padat. https://t.co/QaFJUFUlb9
24 Jun 2025,17.10 Situasi arus lalu lintas di Jalur Arteri Jl. Gatot Subroto Jaksel arah Slipi maupun arah Senayan terpantau ramai cenderung padat. https://t.co/Ji0ww5TWP5
24 Jun 2025,17.06 Situasi arus lalu lintas di Traffic Light Santa Jl. Tendean Jaksel arah Mampang Prapatan maupun arah Pancoran terpantau ramai cenderung padat. https://t.co/6iTdXde6Cw
24 Jun 2025,16.48 Situasi arus lalu lintas di Traffic Light Robinson Pasar Minggu Jaksel arah Lenteng Agung maupun arah Kalibata terpantau ramai lancar. https://t.co/EC2KsPSG3V
24 Jun 2025,09.58 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jl. Medan Merdeka Barat Jakpus arah Harmoni maupun arah Jl. Budi Kemuliaan terpantau ramai lancar. https://t.co/NaqmCavp8O
24 Jun 2025,09.42 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+600 (Cawang) arah Pancoran terpantau cukup padat sedangkan arah Cikampek maupun Jagorawi terpantau ramai lancar. https://t.co/moxLAUYkkb
24 Jun 2025,08.05 Situasi arus lalu lintas di Traffic Light Halim Lama Jl. D.I Panjaitan Jaktim arah Jl. Mayjen Sutoyo maupun arah Cipinang terpantau ramai lancar. https://t.co/27GGCPolsC
24 Jun 2025,07.05 Situasi arus lalu lintas di Traffic Light Rindam arah Tj.Barat terpantau ramai lancar. https://t.co/vmYP9M1WIg
24 Jun 2025,07.00 Situasi arus lalu lintas di Traffic Light Garuda arah Traffic Light HEK terpantau lancar. https://t.co/EZ9lFCaGo7
24 Jun 2025,06.45 Situasi arus lalu lintas di Traffic Light Tomang terpantau lancar. https://t.co/siYSHW4YQ0
23 Jun 2025,07.54 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+600 (Cawang) arah Pancoran maupun arah Cikampek terpantau ramai lancar. https://t.co/XGDAvlR955
23 Jun 2025,07.24 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai lancar. https://t.co/0OwFyJI7S5
23 Jun 2025,06.51 Situasi arus lalu lintas di Traffic Light CSW Melawai Jaksel arah Bulungan maupun arah Jl. Panglima Polim terpantau ramai lancar. https://t.co/TNgzdBfqlE
23 Jun 2025,06.40 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Pesing maupun arah Kalideres terpantau ramai lancar. https://t.co/Fflfcpjiq2
23 Jun 2025,06.31 Situasi arus lalu lintas di Traffic Light Pintu Besi Jl. Gunung Sahari Jakpus arah Ancol maupun arah Kemayoran terpantau ramai lancar. https://t.co/vnMX5I92Fd
23 Jun 2025,06.22 Situasi arus lalu lintas di Traffic Light Pancoran Jaksel arah Tebet maupun arah Kuningan terpantau ramai lancar. https://t.co/g8rpCEoTLM
23 Jun 2025,06.17 Situasi arus lalu lintas di Traffic Light Jambul Jl. Dewi Sartika Jaktim arah Kalibata maupun arah Cililitan terpantau cukup padat. https://t.co/MDPl3YKxy1
22 Jun 2025,21.05 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran maupun arah Semanggi terpantau ramai lancar. https://t.co/dELQkUdjKP
22 Jun 2025,20.31 Situasi arus lalu lintas di Traffic Light Bundaran Senayan Jaksel arah Semanggi maupun arah Pakubuwono terpantau ramai lancar. https://t.co/EUGMDhASKn
22 Jun 2025,17.20 Situasi arus lalu lintas di Traffic Light Oteva depan Istana Negara arah Harmoni maupun yang akan mengarah Bundaran Patung Kuda terpantau lancar. https://t.co/aCeTlKYQQz
22 Jun 2025,16.20 Situasi arus lalu lintas di Off Ramp Cipete dan yang akan mengarah Mampang Prapatan terpantau lancar. https://t.co/qdZnXbxD1Z
22 Jun 2025,16.10 Situasi arus lalu lintas di Off Ramp Cempaka Putih terpantau lancar. https://t.co/udg9HwrKiV
22 Jun 2025,15.44 Situasi arus lalu lintas di Interchange Cawang arah Jagorawi maupun yang akan mengarah ruas Tol Jakarta-Cikampek terpantau lancar. https://t.co/UAFF1aKfeY
22 Jun 2025,15.10 Situasi arus lalu lintas di Traffic Light Bundaran Senayan arah Semanggi terpantau lancar. https://t.co/DNbN6ckGsv
22 Jun 2025,15.00 Situasi arus lalu lintas di Kawasan Bundaran Hotel Indonesia arah Sarinah terpantau lancar. https://t.co/T69LDhak5f
22 Jun 2025,14.50 Situasi arus lalu lintas di Traffic Light Pancoran arah Kuningan/Mampang Prapatan terpantau lancar. https://t.co/Q1BkAoaE7f
22 Jun 2025,14.43 Situasi arus lalu lintas di Jl. Gatot Subroto tepatnya depan Pospol Semanggi arah Slipi terpantau lancar. https://t.co/EqpPHk1fnf
21 Jun 2025,14.21 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 04+000 (Tebet) arah Kuningan maupun arah Cawang terpantau ramai lancar. https://t.co/liiZm2rlfi
21 Jun 2025,13.43 Situasi arus lalu lintas di Ruas JLNT Casablanca Jaksel arah Tanah Abang terpantau sudah kembali normal. https://t.co/GF8VDYnjjB
21 Jun 2025,13.11 Situasi arus lalu lintas di Kawasan Pintu Karnaval Ancol Jakarta Utara terpantau cukup padat https://t.co/B8XvcYaQjE
21 Jun 2025,10.46 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 05+000 (TMII) arah Pasar Rebo terpantau cukup padat sedangkan arah Cililitan terpantau ramai lancar. https://t.co/l7DZoW7PYC
21 Jun 2025,10.28 Situasi arus lalu lintas di Traffic Light Rindam Jl. TB Simatupang Jaktim arah Ampera maupun arah Pasar Rebo terpantau ramai lancar. https://t.co/WxEIUgDCkD
21 Jun 2025,09.48 Situasi arus lalu lintas di Jl. Raya Bekasi Cakung Jaktim arah Pulogadung terpantau cukup padat dikarenakan ada pengerjaan Betonisasi Jalan diimbau bagi Pengguna Jalan yang melintas agar berhati-hati. https://t.co/P80DDhcxbu
21 Jun 2025,08.56 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Pesing maupun arah Kalideres terpantau ramai lancar. https://t.co/3XKLNgefTC
21 Jun 2025,08.40 Situasi arus lalu lintas di Traffic Light Pintu Besi Jl. Gunung Sahari Jakpus arah Kemayoran maupun arah Ancol terpantau ramai lancar. https://t.co/0tUVMFD97i
21 Jun 2025,08.33 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai lancar. https://t.co/xh7sbnVHNx
21 Jun 2025,06.10 Situasi arus lalu lintas di Traffic Light Oteva arah Traffic Light Harmoni terpantau lancar. https://t.co/PqqlK4kQfa
20 Jun 2025,08.00 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+600 (Cawang) arah Pancoran maupun arah Cikampek terpantau ramai lancar. https://t.co/nPHdygVhGA
20 Jun 2025,06.36 Situasi arus lalu lintas di Traffic Light Emporium Pluit Jakut arah Muara Angke maupun arah Jembatan Tiga terpantau ramai lancar. https://t.co/QWQ4u2dXsx
20 Jun 2025,06.30 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Pesing maupun arah Kalideres terpantau ramai lancar. https://t.co/HHGbLtU9Mk
20 Jun 2025,06.28 Situasi arus lalu lintas di Traffic Light Slipi Jakbar arah Tomang maupun arah Semanggi terpantau ramai lancar. https://t.co/UrJ8J5MWsh
19 Jun 2025,17.15 Situasi arus lalu lintas di Traffic Light Carolus Jl. Salemba Raya Jakarta Pusat arah Matraman terpantau ramai lancar. https://t.co/S5XiWxAxVW
19 Jun 2025,17.00 Situasi arus lalu lintas di Traffic Light Pasar Rebo arah Cijantung dan yang akan mengarah Traffic Light Caglak terpantau ramai lancar. https://t.co/JRimoLysyb
19 Jun 2025,16.45 Situasi arus lalu lintas di Traffic Light Garuda arah TMII dan yang akan mengarah Pondok Gede terpantau lancar. https://t.co/zp5qEJ0GQ4
19 Jun 2025,16.30 Situasi arus lalu lintas di Gerbang Tol Kuningan 2 arah Cawang dan sebaliknya arah Semanggi terpantau ramai lancar. https://t.co/zVxYMclnT8
19 Jun 2025,16.05 Situasi arus lalu lintas di Traffic Light PGC arah Kramat Jati terpantau ramai lancar. https://t.co/aHcJawE4Ns
19 Jun 2025,15.51 Situasi arus lalu lintas di Interchange Cawang arah Jagorawi dan yg akan mengarah ruas Tol Jakarta-Cikampek terpantau lancar. https://t.co/vNts8E1h8p
19 Jun 2025,15.43 Situasi arus lalu lintas di Traffic Light Cempaka Putih Jakarta Pusat terpantau ramai lancar. https://t.co/HaoooSotA2
19 Jun 2025,14.27 Situasi arus lalu lintas di Kolong Tol Cakung Cilincing tepatnya depan Pospol Cakung terpantau lancar. https://t.co/8wdD5baPuD
18 Jun 2025,19.23 Situasi arus lalu lintas di Traffic Light Blok P Jl. Prapanca Raya Jaksel arah Kemang maupun arah Blok M terpantau cukup padat. https://t.co/jXubGkdeIK
18 Jun 2025,18.32 Situasi arus lalu lintas di Traffic Light Pintu Besi Jl. Gunung Sahari Jakpus arah Ancol maupun arah Kemayoran terpantau ramai lancar. https://t.co/lWv58aKeND
18 Jun 2025,18.25 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 07+400 (Semanggi) arah Kuningan maupun arah Slipi terpantau cukup padat. https://t.co/RnpofbwWPl
18 Jun 2025,17.00 Situasi arus lalu lintas di Traffic Light Karet Bivak Jakpus arah Dukuh Atas maupun arah Pejompongan terpantau ramai lancar. https://t.co/Nlzcqkbgxu
18 Jun 2025,16.53 Situasi arus lalu lintas di Traffic Light Kalibata Jaksel arah Pasar Minggu maupun arah Pancoran terpantau ramai lancar. https://t.co/DRKcTcmRQn
18 Jun 2025,16.36 Situasi arus lalu lintas di Underpass Tomang Jakbar arah Ruas Tol Jakarta-Tangerang terpantau padat. https://t.co/jbVoaTrQWb
18 Jun 2025,16.31 Situasi arus lalu lintas di Traffic Light Matraman Jaktim arah Jatinegara maupun arah Jl. Pramuka Raya terpantau ramai lancar. https://t.co/UDmTCq9YMg
18 Jun 2025,16.08 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Pesing maupun arah Kalideres terpantau ramai lancar. https://t.co/NfnQTyQanl
18 Jun 2025,15.10 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jakpus arah Jl. MH Thamrin maupun arah Harmoni terpantau ramai lancar. https://t.co/U7g7EY8muK
18 Jun 2025,14.07 Situasi arus lalu lintas di Jl. Rasuna Said Jaksel arah Menteng maupun arah Kuningan terpantau ramai lancar. https://t.co/AcloGlFon8
18 Jun 2025,13.02 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran maupun arah Semanggi terpantau ramai lancar. https://t.co/wBMES7ubK4
18 Jun 2025,12.38 Situasi arus lalu lintas di Jalur Arteri Jl. Gatot Subroto arah Slipi maupun arah Senayan terpantau ramai cenderung padat. https://t.co/KH1tQAduVH
18 Jun 2025,07.30 Situasi arus lalu lintas di Traffic Light Pintu Besi Jakarta Pusat terpantau ramai lancar. https://t.co/37QdNlTsBG
18 Jun 2025,07.00 Situasi arus lalu lintas di Traffic Light Cengkareng Jakarta Barat terpantau ramai lancar. https://t.co/IWVJEWejdd
18 Jun 2025,06.45 Situasi arus lalu lintas di Traffic Light Pintu 1 Taman Mini Indonesia Indah Jakarta Timur arah Cipayung dan yang akan mengarah Traffic Light Garuda terpantau lancar. https://t.co/yerwGPdiFa
18 Jun 2025,06.30 Situasi arus lalu lintas di Traffic Light Arion Jakarta Timur terpantau lancar. https://t.co/jFMcMthtbF
17 Jun 2025,07.58 Situasi arus lalu lintas di Traffic Light Halim Baru Jl. Mayjen Sutoyo Cawang Jaktim arah Jl. MT Haryono maupun arah Jl. D.I Panjaitan terpantau ramai lancar. https://t.co/8yxn3PHc0r
17 Jun 2025,07.03 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+600 (Cawang) arah Pancoran terpantau cukup padat sedangkan arah Cikampek terpantau ramai lancar. https://t.co/XjDuaEWhI9
17 Jun 2025,06.44 Situasi arus lalu lintas di Traffic Light Tugu Tani Jakpus arah Jl. Medan Merdeka Selatan maupun arah Kwitang terpantau ramai lancar. https://t.co/h4oqJxvnVF
17 Jun 2025,06.30 Situasi arus lalu lintas di Traffic Light Emporium Pluit Jakut arah Muara Angke maupun arah Jembatan Tiga terpantau ramai lancar. https://t.co/cgBQCA7UWq
17 Jun 2025,06.24 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Pesing maupun arah Kalideres terpantau ramai lancar. https://t.co/PMD7SMNMLb
17 Jun 2025,05.59 Situasi arus lalu lintas di Traffic Light Raden Inten Kalimalang Jaktim arah Bekasi maupun arah Cawang terpantau lancar. https://t.co/KJvSy4VPwk
17 Jun 2025,05.38 Situasi arus lalu lintas di Traffic Light Asemka Tamansari Jakbar arah Kota Tua maupun arah Tambora terpantau lancar. https://t.co/x8CVOSB482
16 Jun 2025,22.00 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+400 (Interchange Cawang) arah Jagorawi maupun arah Cikampek terpantau lancar. https://t.co/A5gIJJedLC
16 Jun 2025,17.12 Situasi arus lalu lintas di Traffic Light Raden Inten Jakarta Timur terpantau ramai lancar. https://t.co/tpc5pjas97
16 Jun 2025,16.37 Situasi arus lalu lintas di Traffic Light Caglak Jakarta Timur arah Pasar Rebo terpantau ramai lancar. https://t.co/KpxR2YQQkD
16 Jun 2025,15.50 Situasi arus lalu lintas di Gerbang Tol Meruya Utama 3 terpantau lancar. https://t.co/uO8FfLREhs
16 Jun 2025,07.35 Situasi arus lalu lintas di Halim Lama Jaktim arah Pancoran terpantau ramai cenderung Padat https://t.co/sPFlTgcWNn
15 Jun 2025,13.11 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 07+500 terpantau lancar. https://t.co/5h5tFiUwnw
15 Jun 2025,11.17 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jl. Medan Merdeka Barat Jakpus arah Jl. Medan Merdeka Selatan maupun arah Jl. MH Thamrin terpantau lancar. https://t.co/dpIBmp6iwr
15 Jun 2025,10.08 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 09+750 (Cikunir) terpantau lancar. https://t.co/oOaeMWP76H
15 Jun 2025,09.37 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang (Turunan Jembatan Gelong) arah Meruya maupun arah Kebon Jeruk terpantau lancar. https://t.co/f4JQXRkaht
15 Jun 2025,08.20 Situasi arus lalu lintas di Traffic Light Cempaka Putih Jakpus arah Pulo Gadung maupun arah Jl. Letjen Suprapto terpantau ramai lancar. https://t.co/wEKh1gGV6V
15 Jun 2025,08.17 Situasi arus lalu lintas di Traffic Light Salemba Jakpus arah Matraman maupun arah Jl. Kramat Raya terpantau ramai lancar. https://t.co/m9kowvWNmf
14 Jun 2025,07.22 Situasi arus lalu lintas di Jl. Raya Bogor Jaktim (depan Pasar Induk Kramat Jati) arah Cililitan maupun arah Cijantung terpantau ramai lancar. https://t.co/93N2HDN8nJ
14 Jun 2025,06.46 Situasi arus lalu lintas di Traffic Light Pasar Rebo Jaktim arah Kampung Rambutan maupun arah Jl. TB Simatupang terpantau ramai lancar. https://t.co/fqihcO7PZA
14 Jun 2025,06.11 Situasi arus lalu lintas di Traffic Light Graha Cijantung Jaktim arah Bogor maupun arah Cililitan terpantau ramai lancar. https://t.co/d9IUF5POtw
14 Jun 2025,05.24 Situasi arus lalu lintas di Traffic Light Asemka Jakbar arah Tambora maupun arah Kota Tua terpantau lancar. https://t.co/MidEDqmxfd
13 Jun 2025,20.38 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 03+200 (Tebet) arah Cawang terpantau cukup padat sedangkan arah Pancoran terpantau lancar. https://t.co/3y6Iz3OnD8
13 Jun 2025,20.25 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai lancar. https://t.co/IRMfUOLlrT
13 Jun 2025,20.15 Situasi arus lalu lintas di Traffic Light Bintang Mas Ancol Jakut arah Tanjung Priok maupun arah Cilincing terpantau lancar. https://t.co/JyIGA0YiBo
13 Jun 2025,16.00 Situasi arus lalu lintas di Gerbang Tol Senayan arah Slipi maupun sebaliknya arah Semanggi terpantau ramai lancar. https://t.co/tSnpfJUbE7
13 Jun 2025,15.50 Situasi arus lalu lintas di Jl. Jenderal Sudirman tepatnya turunan Layang Semanggi arah Bundaran Senayan terpantau ramai cenderung padat imbas volume kendaraan. https://t.co/zx38vPfDPO
13 Jun 2025,15.40 Situasi arus lalu lintas di Gerbang Tol Kuningan 2 arah Semanggi dan sebaliknya arah Cawang terpantau ramai lancar. https://t.co/ANhsq4aaLX
13 Jun 2025,14.48 Situasi arus lalu lintas di Jl. Jenderal Sudirman tepatnya kolong Semanggi Jakarta Pusat arah Bundaran Senayan dan sebaliknya arah Bendungan Hilir terpantau ramai lancar. https://t.co/BGNsUhUFMB
13 Jun 2025,16.47 Situasi arus lalu lintas di Tol Desari exit Antasari terpantau ramai cenderung padat https://t.co/hwQ20HWEiQ
13 Jun 2025,06.23 Situasi arus lalu lintas di Traffic light Perintis Jakut terpantau ramai lancar https://t.co/BEusZCz7h5
13 Jun 2025,06.27 Situasi arus lalu lintas di Tol Dalam Kota exit Semanggi arah Slipi terpantau ramai lancar https://t.co/0IyNKCsM4i
